label,cap-shape,cap-surface,cap-color,bruises,gill-attachment,gill-spacing,gill-size,gill-color,stalk-shape,stalk-root,stalk-surface-above-ring,stalk-surface-below-ring,stalk-color-above-ring,stalk-color-below-ring,veil-type,veil-color,ring-number,ring-type,spore-print-color,population,habitat
p,x,f,y,f,f,c,b,p,e,b,k,k,b,n,p,w,o,l,h,y,p
p,f,f,g,f,f,w,b,h,t,e,f,f,w,w,p,w,o,e,n,s,g
p,x,f,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,y,d
e,f,f,n,f,f,c,n,p,e,e,s,s,w,w,p,w,o,p,k,v,u
e,x,s,g,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,a,g
p,x,y,g,f,f,c,b,h,e,b,k,k,b,b,p,w,o,l,h,y,p
e,x,y,g,f,f,c,b,p,e,b,k,k,b,p,p,w,o,l,h,y,d
e,x,y,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,n,y,d
e,x,f,e,t,f,c,b,p,t,b,s,s,w,g,p,w,o,p,n,v,d
e,f,s,w,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,n,y,d
e,x,y,e,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,y,d
e,x,f,g,t,f,c,b,u,t,b,s,s,g,g,p,w,o,p,n,v,d
e,f,y,p,t,f,c,b,w,e,b,s,s,w,w,p,w,t,p,w,v,p
e,f,y,n,t,f,c,b,n,t,b,s,s,p,p,p,w,o,p,n,y,d
p,x,f,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,n,y,d
e,f,f,n,t,f,c,b,n,t,b,s,s,g,g,p,w,o,p,n,v,d
p,b,s,p,t,f,c,b,r,e,b,s,s,w,w,p,w,t,p,r,v,g
e,b,y,y,t,f,c,b,w,e,c,s,s,w,w,p,w,o,p,k,n,m
p,x,f,g,t,f,c,b,p,t,b,s,s,g,w,p,w,o,p,k,v,d
p,f,y,y,f,f,c,b,p,e,b,k,k,n,p,p,w,o,l,h,y,g
e,x,y,e,t,f,c,b,n,t,b,s,s,w,g,p,w,o,p,k,v,d
p,x,y,y,f,f,c,b,g,e,b,k,k,p,p,p,w,o,l,h,y,d
e,f,f,n,t,f,c,b,n,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,y,e,t,f,c,b,n,t,b,s,s,g,p,p,w,o,p,n,y,d
e,x,y,g,t,f,c,b,u,t,b,s,s,w,g,p,w,o,p,k,v,d
e,x,f,w,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,k,s,g
e,x,y,e,t,f,c,b,w,t,b,s,s,p,w,p,w,o,p,k,v,d
e,x,y,y,t,f,c,b,n,e,r,s,y,w,w,p,w,o,p,n,s,g
p,f,y,g,f,f,c,b,h,e,b,k,k,p,b,p,w,o,l,h,v,g
e,x,f,n,t,f,c,b,w,t,b,s,s,p,p,p,w,o,p,k,y,d
e,x,f,y,f,f,c,b,g,e,b,k,k,p,n,p,w,o,l,h,v,g
p,x,s,w,t,f,c,b,w,t,b,s,s,w,w,p,w,o,p,h,v,g
e,x,f,n,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,k,s,g
e,f,f,n,f,f,w,b,n,t,e,f,f,w,w,p,w,o,e,n,s,g
e,f,f,e,t,f,c,b,n,t,b,s,s,w,w,p,w,o,p,k,y,d
p,x,y,g,f,f,c,b,g,e,b,k,k,n,b,p,w,o,l,h,y,g
e,f,f,w,f,f,w,b,p,t,e,f,f,w,w,p,w,o,e,k,a,g
e,x,f,g,f,f,w,b,p,t,e,s,f,w,w,p,w,o,e,n,a,g
p,x,f,n,t,f,c,b,u,t,b,s,s,g,p,p,w,o,p,k,v,d
p,x,y,n,t,f,c,b,w,t,b,s,s,g,g,p,w,o,p,k,y,d
p,x,f,y,f,f,c,b,p,e,b,k,k,p,n,p,w,o,l,h,v,p
p,x,s,w,t,f,c,n,p,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,f,n,t,f,c,b,u,t,b,s,s,p,g,p,w,o,p,n,v,d
e,x,s,n,f,f,w,b,h,t,e,f,s,w,w,p,w,o,e,n,s,g
p,f,s,w,t,f,c,n,k,e,e,s,s,w,w,p,w,o,p,k,v,g
e,x,f,n,f,f,w,b,k,t,e,s,s,w,w,p,w,o,e,k,s,g
p,f,s,n,t,f,c,n,w,e,e,s,s,w,w,p,w,o,p,n,v,u
e,x,f,n,f,f,w,b,p,t,e,f,s,w,w,p,w,o,e,n,a,g
e,f,f,n,f,f,w,b,h,t,e,s,f,w,w,p,w,o,e,k,s,g
e,x,y,g,t,f,c,b,p,t,b,s,s,g,p,p,w,o,p,k,v,d
